MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,3077,2022-07-24T22:07:32+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,3080,2022-07-24T22:05:20+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,3081,2022-07-24T22:04:49+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,3086,2022-07-24T22:06:59+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,3087,2022-07-24T22:04:49+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,3089,2022-07-24T22:06:59+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX4,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,02.06.2015 09:09 - 17.06.2015 10:22,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,3090,2022-07-24T22:07:42+0300,HR.1648,GX.1930,GX.1931,GX.1969,GX.1989,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T4-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Disturbed forest with tall reasonably closed canopy. Moderate undergrowth. Trap spans a narrow long gap in the canopy.

Original trap site description (verbatim as written in Uganda 2014): 
This is the same site as K15-17, but the trap is some metres from that of 2011. There is a natural, long and quite wide gap running north, with a small tree (or possibly branch) along part of its length. May have formed when a tree fell. The trap spans this gap, so that insects flying along the east side of the fallen trunk (which butterflies were doing in large numbers) will go straight in the trap. Once we put the trap up they seemed not to fly there though, so it may be too visible an obstacle (or the lighting etc may have changed). I caught an ichneumonid here, A11.",,0.584511,30.367429,Wgs84,Gps,1505.809692,,Uganda,Kabarole district,29.06.2015 13:25 - 13.07.2015 11:06,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,3091,2022-07-24T22:07:42+0300,HR.1648,GX.1930,GX.1931,GX.1954,GX.1985,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30ST4-150224,Pinned,,english,,"Hopkins, Tapani",10.02.2015,24.02.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Swampy forest in a low elevation broad channel, presumably cut by the streams that flow through area. Sand, gravel, rocks and presumably clay underfoot, though covered by vegetation and plant debris near the trap. Trees are mainly Macaranga sp.

Original trap site description (verbatim as written in Uganda 2014): 
Same site as K30ST1, just moved slightly closer to the tree after the elephants uprooted the trap. Now they should have space to pass round the side. The trap is not in top condition (an elephant has stepped on it, what do you expect?) , trap head is buckled and there was a small tear in the roof (trap tail) + the mid cloth had come partly loose along a ca 10 cm length (ground level trap head end). The two latter have been repaired. Original site description: K30S river. Makaranga vegetation including diverse undergrowth, ferns, prunus saplings, and Makaranga trees. Trap spans an observed flight path of insects which we cleared a bit to make it more convenient for the insects. The sandgravel stream part of the river runs about 4 metres from the trap, crossing the flight path.",,0.541369,30.375476,Wgs84,Gps,1420.611938,,Uganda,Kabarole district,10.02.2015 10:36 - 24.02.2015 10:10,Fort Portal,Kibale National Park,Malaise,"Site K30S, Malaise trap K30ST4, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,3092,2022-07-24T22:05:20+0300,HR.1648,GX.1930,GX.1931,GX.1956,GX.1985,GX.1998,,Ok,,Ok,172/20/BOX2,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30ST3-141229,Pinned,,english,,"Hopkins, Tapani",26.12.2014,29.12.2014,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest with little undergrowth. Red clay underfoot. Trap was next to a fallen decomposing tree trunk (Olea capensis 49cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
K30S slopes. Red exposed clay underfoot and several fallen rotting trees, many quite decomposed. The trap is touching a fallen tree trunk (partly solid but old) and stretches outward. Afromamum etc undergrowth which is surprisingly sparse, the site is quite shaded. This is also waypoint 216: More closed canopy than 215, similar to many northern K30 sites. K30S slopes. Fallen rotting trees. Icheumonid (A234) caught here. Trap here! Photos taken",,0.537762,30.377692,Wgs84,Gps,1483.817505,,Uganda,Kabarole district,26.12.2014 15:41 - 29.12.2014 10:30,Fort Portal,Kibale National Park,Malaise,"Site K30S, Malaise trap K30ST3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,3093,2022-07-24T22:07:42+0300,HR.1648,GX.1930,GX.1931,GX.1950,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T1-150324,Pinned,,english,,"Hopkins, Tapani",10.03.2015,24.03.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest with moderate Aframomum sp. undergrowth.

Original trap site description (verbatim as written in Uganda 2014): 
K30 slope. Tall shading forest but some undergrowth. (fallen tree nearby) Lots of Afromamum. Near K30-03. Not sure of this site, since the 'passage' I've placed it by is very vague. Saw a possible Cryptinae here.",,0.553325,30.362964,Wgs84,Gps,1493.41394,,Uganda,Kabarole district,10.03.2015 09:00 - 24.03.2015 09:00,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,3094,2022-07-24T22:07:42+0300,HR.1648,GX.1930,GX.1931,GX.1961,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT2-150521,Pinned,,english,,"Hopkins, Tapani",07.05.2015,21.05.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT1 were originally going to go by K30S and CC respectively, but those had no hill tops findable. Quite shaded hilltop with the remnants of a very large tree standing nearby, some scattered exposed rocks but the soil has a bit of clay mixed in too. There are several slender fallen trunks (or branches, ca 20 cm diameter fairly solid wood), the trap touches one of these and cuts off a passage of sorts running along it. The previous time we were here several braconids landed on these slender trunks (e.g. A263).",,0.547764,30.361868,Wgs84,Gps,1511.120117,,Uganda,Kabarole district,07.05.2015 11:30 - 21.05.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,3095,2022-07-24T22:07:32+0300,HR.1648,GX.1930,GX.1931,GX.1964,GX.1988,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K31T3-141023,Pinned,,english,,"Hopkins, Tapani",16.10.2014,23.10.2014,"Medium altitude moist evergreen forest, presumably primary forest (in an area of mixed primary and disturbed forest). 

Trap site description:
Edge of closed canopy forest, swampy ground lining the Dura river. Dense undergrowth in vicinity apparently due to forest disturbance (elephants / natural disturbance?). Trap was partly over an open water pool.

Original trap site description (verbatim as written in Uganda 2014): 
K31 river bank, or more precisely the swampy ground that lines the Dura river. The trap is by the edge between K15 type open canopy forest on one side and the swamp on the other. There is a boggy passage (probably a stream but barely flows except when it rains) running along the edge in the swamp, and at the upstream end this joins a 5m diameter pond/bog with very low vegetation. The trap spans the entrance to this passage from the bog (and may be quite difficult to empty when it rains). The forest near the trap has lots of Palisota, and just four metres or so from the trap there are some freshly fallen branches from a tree.",,0.535964,30.346885,Wgs84,Gps,1448.944702,,Uganda,Kabarole district,16.10.2014 14:55 - 23.10.2014 10:56,Fort Portal,Kibale National Park,Malaise,"Site K31, Malaise trap K31T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
